Year,Family,Genus,Reported.Taxon,Quantity,Unit,Importer,Exporter,Origin,Purpose,Source,Reporter.Type,import_permit_hash,export_permit_hash,origin_permit_hash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,Carcharhinidae,Carcharhinus,Carcharhinus falciformis,150,kg,HK,MX,,T,W,I,,694765236f0f757b331f9ea5798d53b6cbd54150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,Carcharhinidae,Carcharhinus,Carcharhinus falciformis,2500,kg,HK,LK,,T,W,I,,695f7b3cfba3dd2217c006f96b6e25868de4aa1e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,Carcharhinidae,Carcharhinus,Carcharhinus falciformis,691.7,kg,HK,ID,,T,W,I,,699630224636ec85974bdec9103d79abfbe903b8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,Alopiidae,Alopias,Alopias pelagicus,632.5,kg,CN,MX,,T,W,E,,69ac0eff039ca3a0b4faecebac6c90c5a6a23681,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,Carcharhinidae,Carcharhinus,Carcharhinus falciformis,1448.98,kg,CN,MX,,T,W,E,,69ac0eff039ca3a0b4faecebac6c90c5a6a23681,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,Sphyrnidae,Sphyrna,Sphyrna zygaena,800,kg,CN,MX,,T,W,E,,69ac0eff039ca3a0b4faecebac6c90c5a6a23681,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,Sphyrnidae,Sphyrna,Sphyrna lewini,345.41,kg,HK,NI,,T,W,I,,69efcf6ea3082835edfca41445f6198830b66474,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,Carcharhinidae,Carcharhinus,Carcharhinus falciformis,31,kg,HK,OM,,T,W,E,,69f887751cfaa3f7885096ca802d2df335d304e4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,Sphyrnidae,Sphyrna,Sphyrna mokarran,30,kg,HK,OM,,T,W,E,,69f887751cfaa3f7885096ca802d2df335d304e4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,Sphyrnidae,Sphyrna,Sphyrna lewini,129,kg,HK,YE,,T,W,I,,6a0d4c3814e867f78a1f376f3f3627b99c203e5f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,Alopiidae,Alopias,Alopias pelagicus,101.11,kg,CN,MX,,T,W,E,,6a126b7931d0b7c77901072a557f095529d8c3a3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,Carcharhinidae,Carcharhinus,Carcharhinus falciformis,173.18,kg,CN,MX,,T,W,E,,6a126b7931d0b7c77901072a557f095529d8c3a3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,Lamnidae,Isurus,Isurus oxyrinchus,4911,kg,IT,NAM,,T,W,I,0eb54776f4f0cb42df6e927e179ff29c96226e45,6a2781fa8b94585d2f1254cdb2da8431718878d1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,Alopiidae,Alopias,Alopias pelagicus,291.8,kg,CN,MX,,T,W,E,,6a336513984ca79febe84f1ec378a82ce2ab38a0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,Carcharhinidae,Carcharhinus,Carcharhinus falciformis,120.7,kg,CN,MX,,T,W,E,,6a336513984ca79febe84f1ec378a82ce2ab38a0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,Sphyrnidae,Sphyrna,Sphyrna zygaena,413.65,kg,CN,MX,,T,W,E,,6a336513984ca79febe84f1ec378a82ce2ab38a0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,Alopiidae,Alopias,Alopias superciliosus,55,kg,CN,MX,,T,W,E,,6a4c2ce95d433986fc4aaacbf3a997bba35bb046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,Lamnidae,Isurus,Isurus oxyrinchus,6438,kg,KR,TW,,T,W,I,d225b26b68ad73e3cc67d0c66cb22b7392c75ff1,6a66d02ef87856fbfdd902b2c34f29c3fc90afcd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,Carcharhinidae,Carcharhinus,Carcharhinus falciformis,22000,kg,TW,CR,,,,E,,6a6d6c579013c73c500375e43aa66c1e634c6daa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,Alopiidae,Alopias,Alopias superciliosus,1000,kg,HK,OM,,T,W,E,,6a809bd7c16c757db10a330cf3eb474011143517,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,Carcharhinidae,Carcharhinus,Carcharhinus falciformis,1500,kg,HK,OM,,T,W,E,,6a809bd7c16c757db10a330cf3eb474011143517,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,Carcharhinidae,Carcharhinus,Carcharhinus longimanus,500,kg,HK,OM,,T,W,E,,6a809bd7c16c757db10a330cf3eb474011143517,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,Sphyrnidae,Sphyrna,Sphyrna mokarran,1000,kg,HK,OM,,T,W,E,,6a809bd7c16c757db10a330cf3eb474011143517,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Sphyrnidae,Sphyrna,Sphyrna lewini,458.5,kg,HK,MX,,T,W,E,,6ab86f38e29b2fa113961a0c3f74282149e3256f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Sphyrnidae,Sphyrna,Sphyrna zygaena,2690.1,kg,HK,MX,,T,W,E,,6ab86f38e29b2fa113961a0c3f74282149e3256f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,Alopiidae,Alopias,Alopias pelagicus,1580,kg,PE,EC,,T,W,I,4ca11b9bd270f1419a6399066cd7c0543a5ff446,6ac990c3b2bba2a16e2653566b8b6d0849373b54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,Alopiidae,Alopias,Alopias superciliosus,420,kg,PE,EC,,T,W,I,4ca11b9bd270f1419a6399066cd7c0543a5ff446,6ac990c3b2bba2a16e2653566b8b6d0849373b54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,Carcharhinidae,Carcharhinus,Carcharhinus falciformis,300,kg,PE,EC,,T,W,I,4ca11b9bd270f1419a6399066cd7c0543a5ff446,6ac990c3b2bba2a16e2653566b8b6d0849373b54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,Sphyrnidae,Sphyrna,Sphyrna lewini,129.98,kg,HK,CR,,T,W,I,,6ae1312ff5f1d3b3ac933faddecc835f0989a672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,Sphyrnidae,Sphyrna,Sphyrna zygaena,325.02,kg,HK,CR,,T,W,I,,6ae1312ff5f1d3b3ac933faddecc835f0989a672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,Lamnidae,Isurus,Isurus oxyrinchus,3253.5,kg,SG,SN,,T,W,I,60e5133a0e8342988ff724b9fd351bf4bc09e458,6aeb66be7e171832e18b5788de5d20f31d862d0d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,Lamnidae,Isurus,Isurus oxyrinchus,690.5,kg,HK,PE,,T,W,I,,6aeb66be7e171832e18b5788de5d20f31d862d0d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Sphyrnidae,Sphyrna,Sphyrna zygaena,760.7,kg,HK,MX,,T,W,E,,6af1b07ec352f4a00947e7ccbf77ebb0eb2b07ab,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,Myliobatidae,Mobula,Mobula japanica,200,kg,HK,LK,,T,W,E,,6afd6a70ab3ea324b6b267f55eebffc4862eb1b3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,Myliobatidae,Mobula,Mobula tarapacana,250,kg,HK,LK,,T,W,E,,6afd6a70ab3ea324b6b267f55eebffc4862eb1b3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,Carcharhinidae,Carcharhinus,Carcharhinus falciformis,259,kg,HK,MX,,T,W,I,,6b2bbb95a6e5bab2a145daedbb61abf156cee4fb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,Alopiidae,Alopias,Alopias pelagicus,5173,kg,PE,EC,,T,O,E,,6b51a60df9e760ed25970400918ae61f481d7ae5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,Alopiidae,Alopias,Alopias superciliosus,664,kg,PE,EC,,T,O,E,,6b51a60df9e760ed25970400918ae61f481d7ae5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,Carcharhinidae,Carcharhinus,Carcharhinus falciformis,637,kg,PE,EC,,T,O,E,,6b51a60df9e760ed25970400918ae61f481d7ae5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,Lamnidae,Isurus,Isurus oxyrinchus,271.53,kg,HK,ES,HS,T,X,E,,6b61d0de1313fcc945b53956b4685f0e9a6b1603,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,Lamnidae,Isurus,Isurus oxyrinchus,1810.72,kg,HK,ES,HS,T,O,E,,6b61d0de1313fcc945b53956b4685f0e9a6b1603,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,Lamnidae,Isurus,Isurus oxyrinchus,132,kg,CN,SN,,T,W,E,,6b63437b5880a18f8cd4f53c7c566130ecad7cfc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,Sphyrnidae,Sphyrna,Sphyrna zygaena,111,kg,CN,SN,,T,W,E,,6b63437b5880a18f8cd4f53c7c566130ecad7cfc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,Carcharhinidae,Carcharhinus,Carcharhinus falciformis,263.9,kg,CN,MX,,T,W,E,,6b80cb9476181e55157a22bb642b9177f4b6024d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,Alopiidae,Alopias,Alopias pelagicus,336.4,kg,HK,CR,,T,W,I,,6b87871effc4673054c970d2e1becbaee4e0773d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,Carcharhinidae,Carcharhinus,Carcharhinus falciformis,1196.45,kg,HK,CR,,T,W,I,,6b87871effc4673054c970d2e1becbaee4e0773d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,Lamnidae,Isurus,Isurus oxyrinchus,24940,kg,IT,NAM,,T,W,E,,6baf5ac9441ab52afc019ff825f6bbf648578f5f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,Lamnidae,Isurus,Isurus oxyrinchus,347,kg,SG,NAM,,T,W,I,7498e4c99f92c657b4c54ede9f1b920257bc4281,6bb8d75e7ee9ec14dfa29c4253dee026eb38a6f3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,Alopiidae,Alopias,Alopias pelagicus,503.8,kg,HK,PE,,T,W,I,,6bcb238aa6061f670fed70a96cac9101a0bc52a7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,Lamnidae,Isurus,Isurus oxyrinchus,1308,kg,KR,TW,,T,W,I,8ee0435f0ff3b6a50fc4cce44f0b9dafe00b5c18,6bf29f50d305d9b9d3d343bfd90c30408e51b693,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,Sphyrnidae,Sphyrna,Sphyrna lewini,752.4,kg,HK,MX,,T,W,E,,6c09f58962b3c3254a71e8632152761520f58a60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,Sphyrnidae,Sphyrna,Sphyrna zygaena,949.2,kg,HK,MX,,T,W,E,,6c09f58962b3c3254a71e8632152761520f58a60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,Carcharhinidae,Carcharhinus,Carcharhinus falciformis,23000,kg,MX,CR,,T,W,I,7aed02b0f63da39e06dbed7bb96fce8c2bfd497c,6c0b536b5a60f9adf2bd7db8a3667cf2abb47efa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Sphyrnidae,Sphyrna,Sphyrna lewini,263.55,kg,HK,MX,,T,W,I,,6c228389439b3f55d54114ae6b3162d651185df7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,Sphyrnidae,Sphyrna,Sphyrna lewini,307.8,kg,HK,MX,,T,W,I,,6c376699179a03175602df7466754d04e7bf39a0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,Sphyrnidae,Sphyrna,Sphyrna zygaena,544.98,kg,HK,MX,,T,W,I,,6c376699179a03175602df7466754d04e7bf39a0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,Lamnidae,Isurus,Isurus oxyrinchus,7982,kg,KR,TW,,T,W,I,99dfdb7d5bf18560fd6bb5694e80b869596a2d69,6c38ae6a61d2def6d5db03b417e95a9d3eb470e1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,Carcharhinidae,Carcharhinus,Carcharhinus falciformis,950,kg,HK,LK,,T,W,E,,6c492e227bd5adb1a5ac0594f40b00350b41eadf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,Alopiidae,Alopias,Alopias pelagicus,8285,kg,PE,EC,,T,W,I,46923f9bdcdeddb24bd49034585a5c545e54b565,6c603580da9f006755f972fd754dacd8e8539d3c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,Lamnidae,Isurus,Isurus oxyrinchus,5533,kg,KR,TW,,T,W,I,6e04b8769d6daba787fa77596ef4c3790a17cff5,6c65a26624c5a901769af150ade69f8e307af2b7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,Sphyrnidae,Sphyrna,Sphyrna zygaena,495.5,kg,CN,MX,,T,W,E,,6c76affcbd62737d83d939b04c18b1940820576a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,Myliobatidae,Mobula,Mobula spp.,64,kg,HK,IN,,T,W,I,,6c8515939c4b8717251d9db7f5a8152a239bf2f6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,Myliobatidae,Mobula,Mobula spp.,185.9,kg,HK,IN,,T,W,I,,6c8515939c4b8717251d9db7f5a8152a239bf2f6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
